TYPE,OBJECTID,year,month,dayinweek,hour,road,lanes,latitude,longitude,severity,severityString
Pedestrian,203233277,2020,12,3,6,Harrisburg PIKE,2,39.945814,-83.035786,4,Possible Injury
Pedestrian,203233280,2020,12,3,12,Broad ST,2,39.957711,-83.038173,3,Non-Incapacitating Injury
Pedestrian,204027664,2020,1,2,16,CARLOTTA ST,2,39.89235,-83.115024,3,Non-Incapacitating Injury
Pedestrian,203234137,2020,12,7,21,SULLIVANT AVE,2,39.946205,-83.059127,2,Incapacitating Injury
Pedestrian,203234626,2020,12,4,7,HILLIARD ROME RD,2,39.959039,-83.145977,3,Non-Incapacitating Injury
Pedestrian,204033224,2020,1,4,16,IVES DR,2,40.003365,-83.016268,3,Non-Incapacitating Injury
Pedestrian,203235225,2020,12,5,22,BROAD ST,4,39.95689,-83.044812,3,Non-Incapacitating Injury
Pedestrian,203235378,2020,12,5,14,Gould RD,2,39.976143,-82.92283,3,Non-Incapacitating Injury
Pedestrian,204033678,2020,1,5,22,MAIN ST,2,40.126114,-82.936302,3,Non-Incapacitating Injury
Pedestrian,204042098,2020,2,1,23,I 270 W  IR 270.0,4,39.887718,-83.031151,2,Incapacitating Injury
Pedestrian,204046838,2020,2,6,18,MAIN ST,2,40.126179,-82.935739,4,Possible Injury
Pedestrian,203236612,2020,12,2,7,Livingston AVE,4,39.945864,-82.896938,3,Non-Incapacitating Injury
Pedestrian,203237171,2020,12,7,0,Wayne AVE,2,39.955505,-83.063879,4,Possible Injury
Pedestrian,203237634,2020,12,2,4,Cleveland AVE,2,40.003164,-82.973907,2,Incapacitating Injury
Pedestrian,203239546,2020,12,5,15,YEARLING RD,4,39.958603,-82.886124,3,Non-Incapacitating Injury
Pedestrian,203243577,2020,1,5,18,BEELER DR,4,39.954846,-82.826462,5,Property Damage
Pedestrian,203243584,2020,11,7,14,BRICE RD,4,39.942073,-82.829894,4,Possible Injury
Pedestrian,203246130,2020,7,6,12,LONG RD,2,39.899071,-82.803242,3,Non-Incapacitating Injury
Pedestrian,203246621,2020,11,4,18,QUARTER HORSE DR,8,40.091941,-82.987053,3,Non-Incapacitating Injury
Pedestrian,203247153,2020,11,5,8,Sebring DR,2,40.101529,-82.847478,3,Non-Incapacitating Injury
Pedestrian,202013602,2020,1,6,19,ALUM CREEK DR,4,39.887589,-82.930294,1,Fatal
Pedestrian,202031968,2020,2,7,3,I 270 E  IR 270.0,4,39.888249,-83.032106,1,Fatal
Pedestrian,202060943,2020,4,5,21,AGLER RD,2,40.026971,-82.951825,1,Fatal
Pedestrian,202067825,2020,4,2,22,US 62.0,2,39.928129,-83.054816,1,Fatal
Pedestrian,202073900,2020,5,5,13,SR 161.0,4,40.082084,-82.916201,1,Fatal
Pedestrian,202074297,2020,4,5,0,US 62.0,2,39.936045,-83.043306,1,Fatal
Pedestrian,202079177,2020,5,6,5,I 270 W  IR 270.0,6,39.898828,-83.051767,1,Fatal
Pedestrian,202086884,2020,6,5,4,I 270 W  IR 270.0,6,39.923346,-83.119455,1,Fatal
Pedestrian,206001867,2020,1,2,11,Reed RD,4,40.051465,-83.066923,2,Incapacitating Injury
Pedestrian,202168971,2020,10,2,20,BROAD ST US 40.0,6,39.95371,-83.099575,1,Fatal
Pedestrian,202183697,2020,10,3,20,US 40.0,6,39.953873,-83.096578,1,Fatal
Pedestrian,206004658,2020,1,6,18,Cleveland AVE,4,40.035114,-82.963525,5,Property Damage
Pedestrian,213093023,2021,5,2,21,Livingston AVE,2,39.947643,-82.929505,2,Incapacitating Injury
Pedestrian,213093830,2021,6,4,15,Ferris RD,4,40.049826,-82.953775,3,Non-Incapacitating Injury
Pedestrian,204059839,2020,2,4,8,10TH AVE,2,39.994067,-83.017913,4,Possible Injury
Pedestrian,213095851,2021,6,6,19,Sullivant AVE,2,39.94043,-83.124281,2,Incapacitating Injury
Pedestrian,204062891,2020,3,2,6,9TH AVE,2,39.99364,-83.017341,3,Non-Incapacitating Injury
Pedestrian,213096128,2021,6,7,17,SULIVANT AVE,2,39.953702,-83.019096,3,Non-Incapacitating Injury
Pedestrian,204065770,2020,1,4,17,SR 3.0,3,40.080813,-82.928527,3,Non-Incapacitating Injury
Pedestrian,213098100,2021,6,3,21,CROSSCREEK DR,2,39.909058,-82.866948,2,Incapacitating Injury
Pedestrian,213098242,2021,6,2,12,SULLIVANT AVE,4,39.942657,-83.094264,4,Possible Injury
Pedestrian,202224735,2020,12,7,22,US ROUTE 40 E  US 40.0,4,39.950525,-83.166839,1,Fatal
Pedestrian,206022359,2020,1,7,21,Innis RD,4,40.037217,-82.958529,5,Property Damage
Pedestrian,213098586,2021,6,4,0,James RD,4,39.953244,-82.915191,2,Incapacitating Injury
Pedestrian,213098617,2021,6,2,22,Frebis AVE,2,39.935116,-82.975535,3,Non-Incapacitating Injury
Pedestrian,203000407,2020,1,6,15,CENTRAL COLLEGE RD,2,40.098705,-82.826181,3,Non-Incapacitating Injury
Pedestrian,213099133,2021,3,4,15,High ST,4,40.011272,-83.01049,3,Non-Incapacitating Injury
Pedestrian,203000580,2020,1,6,14,High ST,4,39.949894,-82.998267,2,Incapacitating Injury
Pedestrian,203000734,2020,1,4,1,PARK ST,4,39.971895,-83.00464,3,Non-Incapacitating Injury
Pedestrian,203000749,2020,1,7,12,James RD,4,39.95292,-82.915215,3,Non-Incapacitating Injury
Pedestrian,213099452,2021,6,6,12,MAIN ST US 40.0,4,39.956221,-82.902167,2,Incapacitating Injury
Pedestrian,213099719,2021,6,2,13,FAIR AVE,2,39.961265,-82.915626,3,Non-Incapacitating Injury
Pedestrian,213101063,2021,6,6,15,North ST,4,40.092951,-83.017819,3,Non-Incapacitating Injury
Pedestrian,213101269,2021,6,6,23,Rich ST,4,39.957,-83.0035,3,Non-Incapacitating Injury
Pedestrian,213101321,2021,6,5,19,SKYVIEW DR,2,40.055263,-82.935734,4,Possible Injury
Pedestrian,213101758,2021,6,5,19,Fairwood AVE,2,39.952848,-82.95332,3,Non-Incapacitating Injury
Pedestrian,203000918,2020,1,1,19,STATE ROUTE 161 E  SR 161.0,4,40.086577,-82.96028,3,Non-Incapacitating Injury
Pedestrian,213102736,2021,6,1,23,SHANLEY DR,4,40.054742,-82.973243,3,Non-Incapacitating Injury
Pedestrian,204078025,2020,4,4,14,URBAN HOLLOW CT,2,39.902342,-83.0847,4,Possible Injury
Pedestrian,203001347,2020,1,2,11,Sullivant AVE,2,39.943459,-83.078108,3,Non-Incapacitating Injury
Pedestrian,203001464,2020,1,1,20,7th AVE,4,39.990161,-83.006103,3,Non-Incapacitating Injury
Pedestrian,213103410,2021,6,5,23,HAMILTON RD,4,39.925857,-82.879616,2,Incapacitating Injury
Pedestrian,213103657,2021,6,2,21,High ST,4,39.988128,-83.005735,3,Non-Incapacitating Injury
Pedestrian,213103744,2021,6,4,0,Karl RD,4,40.086369,-82.975361,1,Fatal
Pedestrian,213104431,2021,6,4,11,Kenny RD,2,40.056816,-83.049432,3,Non-Incapacitating Injury
Pedestrian,213104733,2021,6,1,2,CHITTENDEN AVE,2,39.995675,-83.005515,3,Non-Incapacitating Injury
Pedestrian,213105122,2021,6,5,7,Murray Hill RD,4,39.939407,-83.126897,3,Non-Incapacitating Injury
Pedestrian,204091698,2020,5,3,21,CLEVELAND AVE,4,40.040662,-82.961105,2,Incapacitating Injury
Pedestrian,204091765,2020,5,6,4,I 270 W  IR 270.0,6,39.90131,-83.06151,2,Incapacitating Injury
Pedestrian,203001790,2020,1,2,12,ALUM CREEK DR,4,39.925496,-82.935746,1,Fatal
Pedestrian,203002572,2020,1,3,19,WHITETHORNE AVE,2,39.943295,-83.05547,3,Non-Incapacitating Injury
Pedestrian,203002573,2020,1,4,13,Floral AVE,2,39.953584,-83.060779,4,Possible Injury
Pedestrian,213106288,2021,6,6,16,RUHL AVE,2,39.977897,-82.919581,3,Non-Incapacitating Injury
Pedestrian,213106345,2021,5,6,16,Derrer RD,2,39.942891,-83.09076,3,Non-Incapacitating Injury
Pedestrian,213106601,2021,5,7,9,MORSE RD,6,40.060203,-82.966641,2,Incapacitating Injury
Pedestrian,203003113,2020,1,2,21,PARKWOOD AVE,2,40.013181,-82.956521,3,Non-Incapacitating Injury
Pedestrian,213108099,2021,6,1,17,Parsons AVE,4,39.949985,-82.982536,3,Non-Incapacitating Injury
Pedestrian,213110916,2021,6,5,17,Linbrook BLVD,4,40.103541,-83.051491,2,Incapacitating Injury
Pedestrian,203003567,2020,1,6,7,Cleveland AVE,4,39.994363,-82.981028,3,Non-Incapacitating Injury
Pedestrian,203003684,2020,1,5,11,MORSE RD,4,40.05858,-82.965334,3,Non-Incapacitating Injury
Pedestrian,213110999,2021,6,5,21,Cleveland AVE,4,40.093554,-82.950457,3,Non-Incapacitating Injury
Pedestrian,213111539,2021,6,5,21,McGuffey RD,4,40.014305,-82.981429,3,Non-Incapacitating Injury
Pedestrian,213112210,2021,6,1,19,Hague AVE,2,39.980132,-83.08555,3,Non-Incapacitating Injury
Pedestrian,213112211,2021,6,1,20,NIKE DR,4,39.994871,-83.1525,3,Non-Incapacitating Injury
Pedestrian,206094754,2020,6,4,15,Cleveland AVE,4,40.035101,-82.963528,3,Non-Incapacitating Injury
Pedestrian,203003771,2020,1,6,21,US 40.0,6,39.953831,-83.09733,3,Non-Incapacitating Injury
Pedestrian,203003774,2020,1,5,20,Skywae DR,4,40.095149,-82.965419,3,Non-Incapacitating Injury
Pedestrian,203003796,2020,1,6,18,FEBRIS AVE,4,39.946453,-82.945047,3,Non-Incapacitating Injury
Pedestrian,213113913,2021,6,6,13,CLIFTON AVE,2,39.971324,-82.945548,2,Incapacitating Injury
Pedestrian,204117197,2020,6,4,21,US ROUTE 40 E  US 40.0,4,39.952431,-83.123803,3,Non-Incapacitating Injury
Pedestrian,204117784,2020,6,6,10,QUAIL CREEK BLVD,2,39.842537,-83.072278,3,Non-Incapacitating Injury
Pedestrian,203004397,2020,1,7,10,Schrock RD,4,40.105264,-82.974567,3,Non-Incapacitating Injury
Pedestrian,203005280,2020,1,2,15,HIGH ST,4,40.021672,-83.013246,3,Non-Incapacitating Injury
Pedestrian,203005300,2020,1,2,17,Indianola AVE,2,40.003662,-83.003097,4,Possible Injury
Pedestrian,203005659,2020,1,2,6,James RD,4,39.979985,-82.913156,4,Possible Injury
Pedestrian,204122180,2020,7,5,17,HOOVER RD,2,39.874693,-83.070037,3,Non-Incapacitating Injury
Pedestrian,203006266,2020,1,6,11,BROAD ST SR 16,4,39.974667,-82.888336,3,Non-Incapacitating Injury
Pedestrian,206121850,2020,7,3,4,Cassady AVE,2,40.005654,-82.929804,2,Incapacitating Injury
Pedestrian,213115523,2021,6,2,16,Sullivant AVE,2,39.947493,-83.05253,3,Non-Incapacitating Injury
Pedestrian,213115701,2021,6,7,1,Vine ST,4,39.971454,-83.003798,4,Possible Injury
Pedestrian,213116229,2021,7,6,10,HIGH ST,4,39.974906,-83.003109,2,Incapacitating Injury
Pedestrian,213116259,2021,7,6,23,Main ST,4,39.957939,-82.974514,2,Incapacitating Injury
Pedestrian,213116459,2021,7,7,17,Bellows AVE,2,39.951869,-83.024342,3,Non-Incapacitating Injury
Pedestrian,204144555,2020,8,3,0,WALKER RD,2,40.032411,-83.23577,2,Incapacitating Injury
Pedestrian,213117254,2021,7,2,19,High ST,4,39.94386,-82.997091,2,Incapacitating Injury
Pedestrian,213117715,2021,7,2,11,LIVINGSTON AVE,4,39.948307,-82.942992,3,Non-Incapacitating Injury
Pedestrian,213118145,2021,7,3,14,5TH AVE,4,39.987291,-82.885315,4,Possible Injury
Pedestrian,213118176,2021,7,3,3,Georgesville RD,4,39.940391,-83.112222,3,Non-Incapacitating Injury
Pedestrian,213118212,2021,7,2,15,CENTRAL AVE,2,39.9516,-83.036906,4,Possible Injury
Pedestrian,213118330,2021,7,1,23,COUNTRY RIDGE DR,2,40.002414,-83.157493,3,Non-Incapacitating Injury
Pedestrian,213118353,2021,7,1,0,Warren ST,2,39.978033,-83.002927,3,Non-Incapacitating Injury
Pedestrian,204152705,2020,8,6,23,FERNHILL AVE,2,39.945086,-83.133814,3,Non-Incapacitating Injury
Pedestrian,213120065,2021,7,1,21,CLEVELAND AVE,4,39.969576,-82.990469,3,Non-Incapacitating Injury
Pedestrian,213120130,2021,1,4,2,FULLERTON DR,2,39.896701,-82.865044,2,Incapacitating Injury
Pedestrian,213120213,2021,6,1,1,15th AVE,4,39.999716,-83.001203,3,Non-Incapacitating Injury
Pedestrian,213121704,2021,6,3,14,Rickenbackerar PKWY,4,39.822961,-82.937588,1,Fatal
Pedestrian,204157602,2020,9,5,4,LOCKBOURNE RD,2,39.864593,-82.96998,3,Non-Incapacitating Injury
Pedestrian,213121895,2021,7,7,23,SR 161,4,40.087748,-82.992533,1,Fatal
Pedestrian,204157756,2020,8,6,23,HOME RD,2,39.899128,-83.064345,3,Non-Incapacitating Injury
Pedestrian,204157799,2020,8,7,14,STATE ST SR 3,4,40.125945,-82.931616,3,Non-Incapacitating Injury
Pedestrian,203007023,2020,1,4,17,Hudson ST,2,40.013181,-82.956521,3,Non-Incapacitating Injury
Pedestrian,203007027,2020,1,4,17,Hudson ST,2,40.015109,-83.000085,4,Possible Injury
Pedestrian,203007093,2020,1,4,21,Hamilton RD,4,39.925773,-82.879624,4,Possible Injury
Pedestrian,203007496,2020,1,5,16,Livingston AVE,4,39.948185,-82.940464,3,Non-Incapacitating Injury
Pedestrian,213125569,2021,7,2,18,STATE ROUTE 315 S  SR 315,6,39.959815,-83.01884,2,Incapacitating Injury
Pedestrian,213125697,2021,7,7,0,Main ST,2,39.954843,-82.871308,4,Possible Injury
Pedestrian,213126007,2021,7,7,2,High ST,4,39.980803,-83.00428,3,Non-Incapacitating Injury
Pedestrian,213126068,2021,7,7,22,SR 161,4,40.083951,-82.945313,1,Fatal
Pedestrian,213126121,2021,7,1,4,Cherry Bottom RD,2,40.061201,-82.887277,3,Non-Incapacitating Injury
Pedestrian,206149395,2020,8,4,21,Cleveland AVE,4,40.037192,-82.96259,1,Fatal
Pedestrian,213128243,2021,7,7,17,High ST,4,39.963626,-83.000886,4,Possible Injury
Pedestrian,204188521,2020,10,5,14,STATE ST,4,40.125944,-82.931616,4,Possible Injury
Pedestrian,213130285,2021,7,6,1,HIGH ST,4,39.998827,-83.007847,4,Possible Injury
Pedestrian,213130707,2021,7,3,12,Petzinger RD,2,39.925988,-82.890965,2,Incapacitating Injury
Pedestrian,206159923,2020,9,7,17,Perdue AVE,2,40.020289,-82.952345,4,Possible Injury
Pedestrian,216038990,2021,3,7,21,CLEVELAND AVE,4,40.045788,-82.957294,3,Non-Incapacitating Injury
Pedestrian,213131165,2021,7,1,13,ELDA ST,2,39.977302,-82.973543,4,Possible Injury
Pedestrian,213131892,2021,7,7,3,Alum Creek DR,2,39.938696,-82.94259,1,Fatal
Pedestrian,213132065,2021,7,4,23,JAMES RD,4,39.925317,-82.917591,3,Non-Incapacitating Injury
Pedestrian,204196770,2020,10,7,12,DODD DR,2,39.994039,-83.020288,3,Non-Incapacitating Injury
Pedestrian,213132105,2021,7,6,22,DEMOREST RD,2,39.922325,-83.092448,3,Non-Incapacitating Injury
Pedestrian,213132204,2021,7,7,11,WILSON BRIDGE RD,4,40.106969,-83.015715,5,Property Damage
Pedestrian,213132213,2021,7,7,18,Main ST,4,39.957799,-82.969423,1,Fatal
Pedestrian,213132719,2021,7,7,22,17TH AVE,2,39.997949,-82.9254,2,Incapacitating Injury
Pedestrian,214150310,2021,7,1,18,STRINGTOWN RD,2,39.878742,-83.042955,3,Non-Incapacitating Injury
Pedestrian,213133551,2021,7,1,23,Barnett RD,2,39.9524,-82.905741,3,Non-Incapacitating Injury
Pedestrian,213134187,2021,7,2,19,Petzinger RD,2,39.929326,-82.90911,2,Incapacitating Injury
Pedestrian,213134248,2021,7,3,3,I 270 N  IR 270,5,39.902198,-82.898027,2,Incapacitating Injury
Pedestrian,213134459,2021,7,3,5,HAGUE AVE,2,39.98325,-83.087436,4,Possible Injury
Pedestrian,214152574,2021,7,1,15,MAIN ST,4,40.032554,-83.161274,3,Non-Incapacitating Injury
Pedestrian,214153646,2021,8,3,11,YARD ST,2,39.983123,-83.027713,3,Non-Incapacitating Injury
Pedestrian,206170464,2020,10,5,0,Cleveland AVE,4,40.032783,-82.963905,2,Incapacitating Injury
Pedestrian,214157415,2021,7,1,21,AVERY RD,2,40.082336,-83.158357,2,Incapacitating Injury
Pedestrian,213135812,2021,7,4,0,12TH AVE,2,39.99105,-82.917697,3,Non-Incapacitating Injury
Pedestrian,213136944,2021,7,4,12,LIVINGSTON AVE,4,39.945307,-82.887044,4,Possible Injury
Pedestrian,206176152,2020,10,3,15,CLEVELAND AVE,4,40.044075,-82.958911,5,Property Damage
Pedestrian,213137024,2021,6,1,2,5th AVE,2,39.986981,-83.002056,3,Non-Incapacitating Injury
Pedestrian,213137367,2021,7,6,20,Kent ST,2,39.951563,-82.950231,3,Non-Incapacitating Injury
Pedestrian,214171934,2021,8,4,12,US 33,4,39.98971,-83.066989,3,Non-Incapacitating Injury
Pedestrian,213138279,2021,8,2,14,High ST,4,40.007341,-83.009498,4,Possible Injury
Pedestrian,204222177,2020,11,4,6,WESTERVILLE RD,4,40.037947,-82.952328,2,Incapacitating Injury
Pedestrian,213138370,2021,8,2,20,EASTGREEN BLVD,4,39.938428,-82.830277,3,Non-Incapacitating Injury
Pedestrian,204224054,2020,11,7,7,FORTUNEGATE DR,2,40.101931,-82.906093,3,Non-Incapacitating Injury
Pedestrian,214173883,2021,8,3,17,RIVERSIDE DR,4,40.105493,-83.111102,3,Non-Incapacitating Injury
Pedestrian,213139494,2021,8,3,18,Doulton CT,2,39.939292,-83.098103,4,Possible Injury
Pedestrian,204231622,2020,12,5,21,MEDFIELD WAY,2,39.954283,-83.129422,3,Non-Incapacitating Injury
Pedestrian,204231745,2020,12,4,12,COLUMBIA ST,2,40.034493,-83.157125,3,Non-Incapacitating Injury
Pedestrian,213140408,2021,8,5,14,Livingston AVE,2,39.946429,-82.906307,5,Property Damage
Pedestrian,204237416,2020,9,1,13,3RD AVE,2,39.985297,-83.048975,3,Non-Incapacitating Injury
Pedestrian,213141448,2021,8,7,2,BROAD ST,4,39.957361,-83.040846,2,Incapacitating Injury
Pedestrian,214177111,2021,9,5,8,WALNUT ST,2,40.118818,-82.885736,2,Incapacitating Injury
Pedestrian,214177188,2021,8,3,22,BRIDGE PARK AVE,4,40.102401,-83.109642,3,Non-Incapacitating Injury
Pedestrian,214177300,2021,8,6,15,1ST AVE,4,39.981786,-83.044075,2,Incapacitating Injury
Pedestrian,204238260,2020,9,2,20,GRANDVIEW AVE,4,39.984026,-83.044842,2,Incapacitating Injury
Pedestrian,216102881,2021,6,7,22,Cleveland AVE,4,40.035659,-82.963289,2,Incapacitating Injury
Pedestrian,214189350,2021,9,5,14,SR 3,4,40.127458,-82.932192,5,Property Damage
Pedestrian,204243015,2020,12,6,2,US 23,4,39.870917,-83.005285,3,Non-Incapacitating Injury
Pedestrian,213145249,2021,8,4,23,STATE ROUTE 161 E  SR 161,5,40.085643,-82.849229,2,Incapacitating Injury
Pedestrian,213147000,2021,8,1,22,Livingston AVE,4,39.946397,-82.906259,1,Fatal
Pedestrian,213147013,2021,8,7,10,Mound ST,2,39.948146,-83.027156,2,Incapacitating Injury
Pedestrian,213147031,2021,8,5,13,Wilson RD,4,39.943474,-83.094324,5,Property Damage
Pedestrian,213147040,2021,8,5,16,SUMMIT ST,2,40.000068,-83.001166,3,Non-Incapacitating Injury
Pedestrian,213147316,2021,8,4,18,Broad ST,4,39.955115,-83.070453,2,Incapacitating Injury
Pedestrian,204244884,2020,12,5,12,12TH AVE,2,39.996845,-83.014943,4,Possible Injury
Pedestrian,213147388,2021,8,6,21,Martin AVE,2,39.952974,-83.023124,3,Non-Incapacitating Injury
Pedestrian,214198825,2021,9,6,20,BEACON HILL RD,2,39.954363,-83.136423,4,Possible Injury
Pedestrian,214200140,2021,9,6,9,18TH AVE,2,40,-83.01,3,Non-Incapacitating Injury
Pedestrian,213149886,2021,6,1,3,SR 161,4,40.087871,-82.995644,1,Fatal
Pedestrian,214202144,2021,10,6,17,ATE ST,4,40.123942,-82.930875,2,Incapacitating Injury
Pedestrian,216139283,2021,8,1,0,Case RD,2,40.048511,-82.969877,4,Possible Injury
Pedestrian,213151208,2021,8,5,22,Joyce AVE,2,39.982062,-82.967176,3,Non-Incapacitating Injury
Pedestrian,213151312,2021,8,4,21,Broad ST,4,39.972916,-82.905649,5,Property Damage
Pedestrian,206207614,2020,11,2,22,SR 3,2,40.030291,-82.956478,3,Non-Incapacitating Injury
Pedestrian,213152378,2021,8,7,9,MAIN ST  40,4,39.956151,-82.90029,4,Possible Injury
Pedestrian,213153178,2021,8,3,12,7th AVE,4,39.990178,-83.006107,3,Non-Incapacitating Injury
Pedestrian,213153600,2021,8,7,17,17th AVE,2,40.000381,-82.977132,3,Non-Incapacitating Injury
Pedestrian,213153621,2021,8,3,14,FERRELL PL,2,39.970856,-83.099492,3,Non-Incapacitating Injury
Pedestrian,213153684,2021,8,2,2,Atwood TER,2,40.040001,-82.983399,4,Possible Injury
Pedestrian,214218361,2021,10,4,19,SANDBROOK AVE,2,40.01,-83.16,3,Non-Incapacitating Injury
Pedestrian,216159056,2021,8,5,5,3,4,40.029812,-82.958157,2,Incapacitating Injury
Pedestrian,216163602,2021,9,2,11,Redding RD,4,40.015846,-83.069918,2,Incapacitating Injury
Pedestrian,216165037,2021,9,2,10,CLEVELAND AVE,4,40.045154,-82.957868,2,Incapacitating Injury
Pedestrian,216165039,2021,9,5,21,Cleveland AVE,4,40.032906,-82.963899,2,Incapacitating Injury
Pedestrian,214232399,2021,9,6,20,NEIL AVE,4,39.996845,-83.014943,3,Non-Incapacitating Injury
Pedestrian,214232631,2021,9,4,5,HESS RD,4,40.011541,-83.036537,3,Non-Incapacitating Injury
Pedestrian,214241643,2021,11,6,7,WHITE RD,2,39.872456,-83.060751,4,Possible Injury
Pedestrian,216182158,2021,9,4,17,TREMONT CENTER RD,2,40.014089,-83.06898,3,Non-Incapacitating Injury
Pedestrian,213156180,2021,8,3,18,DRESDEN ST,2,40.01607,-82.97229,4,Possible Injury
Pedestrian,213156187,2021,8,7,15,Nationwide BLVD,2,39.969089,-82.997508,3,Non-Incapacitating Injury
Pedestrian,214248588,2021,11,5,6,12TH AVE,4,39.993345,-83.021167,2,Incapacitating Injury
Pedestrian,213158470,2021,8,5,23,High ST,4,39.981715,-83.004477,3,Non-Incapacitating Injury
Pedestrian,212102127,2021,4,4,16,RENNER RD,2,39.982845,-83.165081,2,Incapacitating Injury
Pedestrian,212127814,2021,7,4,8,MURRAY HILL RD,2,39.952314,-83.12928,1,Fatal
Pedestrian,212231120,2021,11,1,3,IR 270,8,40.063969,-83.132541,1,Fatal
Pedestrian,203007699,2020,1,6,12,RETTON RD,2,39.948282,-82.829321,3,Non-Incapacitating Injury
Pedestrian,214265575,2021,12,1,21,US ROUTE 62 N  US 62,4,39.905688,-83.074576,5,Property Damage
Pedestrian,214265618,2021,12,4,20,IR 270,8,40.109324,-83.106543,3,Non-Incapacitating Injury
Pedestrian,212262832,2021,12,6,20,SR 10,6,39.953833,-83.097303,1,Fatal
Pedestrian,214266830,2021,12,3,7,IR 71,4,39.827513,-83.119308,3,Non-Incapacitating Injury
Pedestrian,216223961,2021,11,3,20,Innis RD,4,40.037492,-82.96246,5,Property Damage
Pedestrian,203009601,2020,1,7,18,High ST,4,39.891859,-82.996559,2,Incapacitating Injury
Pedestrian,213160831,2021,8,7,3,Sullivant AVE,4,39.942483,-83.097507,4,Possible Injury
Pedestrian,214267764,2021,12,3,17,STATE ROUTE 3 S  SR 3,4,40.128746,-82.932681,4,Possible Injury
Pedestrian,213000204,2021,1,7,19,Fifth AVE,2,39.984823,-82.92393,1,Fatal
Pedestrian,213000266,2021,1,6,6,Refugee RD,4,39.917296,-82.912695,1,Fatal
Pedestrian,213000627,2021,1,6,11,Frebis AVE,4,39.934119,-82.956041,3,Non-Incapacitating Injury
Pedestrian,203011245,2020,1,5,8,OHIO AVE,2,39.971525,-82.969578,3,Non-Incapacitating Injury
Pedestrian,203011413,2020,1,6,7,4th ST,2,39.964105,-82.996523,4,Possible Injury
Pedestrian,203011791,2020,1,6,7,STATE ROUTE 16 W  SR 16,4,39.972916,-82.905652,3,Non-Incapacitating Injury
Pedestrian,203012025,2020,1,7,16,King AVE,2,39.991086,-83.03153,3,Non-Incapacitating Injury
Pedestrian,216246157,2021,12,6,22,3,2,40.032301,-82.956395,3,Non-Incapacitating Injury
Pedestrian,203012060,2020,1,7,18,1st AVE,4,39.980859,-83.00429,3,Non-Incapacitating Injury
Pedestrian,203012163,2020,1,1,2,PARK ST,4,39.97148,-83.00467,3,Non-Incapacitating Injury
Pedestrian,213000921,2021,1,3,15,Sullivant AVE,2,39.93964,-83.119679,4,Possible Injury
Pedestrian,213000965,2021,1,7,21,4th ST,2,39.962764,-82.996271,3,Non-Incapacitating Injury
Pedestrian,213000966,2021,1,7,21,4th ST,2,39.962764,-82.996271,3,Non-Incapacitating Injury
Pedestrian,213001211,2021,1,2,10,WILLIAMS RD,2,39.89215,-82.94856,2,Incapacitating Injury
Pedestrian,216263098,2021,12,6,15,Walford ST,2,40.045618,-82.963196,4,Possible Injury
Pedestrian,213001639,2021,1,7,14,McGuffey RD,4,40.023482,-82.981489,3,Non-Incapacitating Injury
Pedestrian,213001739,2021,1,4,20,Derrer RD,2,39.946587,-83.091062,3,Non-Incapacitating Injury
Pedestrian,213001747,2021,1,3,20,Weber RD,4,40.023695,-82.987238,3,Non-Incapacitating Injury
Pedestrian,213002124,2021,1,6,23,KIMBERLY PKWY,4,39.921345,-82.896736,5,Property Damage
Pedestrian,213002315,2021,1,6,20,EMERY CLUB WAY,2,40.033321,-82.929568,3,Non-Incapacitating Injury
Pedestrian,215010610,2021,1,1,21,IR 70,6,39.980444,-83.221979,2,Incapacitating Injury
Pedestrian,203012701,2020,1,5,15,STELTZER RD,4,40.0334,-82.910214,2,Incapacitating Injury
Pedestrian,203013057,2020,1,2,9,Fields AVE,2,39.993065,-82.991582,4,Possible Injury
Pedestrian,213004075,2021,1,3,20,Wedgewood DR,2,39.939229,-83.096542,3,Non-Incapacitating Injury
Pedestrian,213004092,2021,1,6,0,WHITETHORNE AVE,2,39.941615,-83.054987,3,Non-Incapacitating Injury
Pedestrian,203013257,2020,1,1,20,Refugee RD,4,39.915151,-82.873901,4,Possible Injury
Pedestrian,213005358,2021,1,5,18,BROAD ST,4,39.957931,-83.035948,1,Fatal
Pedestrian,213006521,2021,1,1,12,GEORGESVILLE RD,4,39.949936,-83.110714,4,Possible Injury
Pedestrian,203014177,2020,1,6,13,Burgess AVE,2,39.950984,-83.069316,5,Property Damage
Pedestrian,203014380,2020,1,3,16,Maize RD,2,40.061881,-82.987132,2,Incapacitating Injury
Pedestrian,213006641,2021,1,1,12,Old Courtright RD,4,39.91628,-82.893979,2,Incapacitating Injury
Pedestrian,203015137,2020,1,2,7,HAVENS CORNERS RD,4,40.018202,-82.864196,3,Non-Incapacitating Injury
Pedestrian,213161877,2021,9,4,7,5th AVE,2,39.986876,-82.999554,3,Non-Incapacitating Injury
Pedestrian,213162158,2021,8,5,20,Gates ST,1,39.937271,-82.982866,3,Non-Incapacitating Injury
Pedestrian,213008114,2021,1,4,19,Cleveland AVE,2,40.014556,-82.966867,3,Non-Incapacitating Injury
Pedestrian,213008572,2021,1,5,9,MAIN ST US 40,4,39.955381,-82.874041,3,Non-Incapacitating Injury
Pedestrian,203015495,2020,1,6,4,Livingston AVE,4,39.946709,-82.912791,3,Non-Incapacitating Injury
