TYPE,OBJECTID,year,month,dayinweek,hour,road,lanes,latitude,longitude,severity,severityString
Pedestrian,213030056,2021,2,3,18,3RD ST,3,39.95782,-82.997083,2,Incapacitating Injury
Pedestrian,213031552,2021,3,2,21,Refugee RD,4,39.917147,-82.909922,1,Fatal
Pedestrian,213031923,2021,2,1,19,High ST,4,39.90628,-82.99538,2,Incapacitating Injury
Pedestrian,216006216,2021,1,5,17,Cleveland AVE,2,40.032813,-82.964245,2,Incapacitating Injury
Pedestrian,203039469,2020,3,4,17,State ST,4,39.959932,-83.002019,2,Incapacitating Injury
Pedestrian,213038692,2021,3,7,18,Main ST,4,39.95631,-82.90542,2,Incapacitating Injury
Pedestrian,213041357,2021,3,3,21,HAMILTON RD,4,39.924267,-82.879871,1,Fatal
Pedestrian,203041000,2020,3,7,19,MORSE RD,6,40.057693,-82.912283,2,Incapacitating Injury
Pedestrian,213042843,2021,3,6,16,SAWMILL RD,4,40.092232,-83.091738,2,Incapacitating Injury
Pedestrian,213044791,2021,3,6,19,LEINSTER ST,2,39.895929,-82.847534,2,Incapacitating Injury
Pedestrian,213047564,2021,3,6,21,TAMARACK BLVD,4,40.061679,-82.970946,2,Incapacitating Injury
Pedestrian,213048312,2021,3,2,7,Cleveland AVE,4,40.050725,-82.953705,2,Incapacitating Injury
Pedestrian,213049685,2021,3,3,7,5TH AVE,2,39.988033,-83.029177,2,Incapacitating Injury
Pedestrian,213053319,2021,4,2,21,Harmon AVE,2,39.939755,-83.014776,1,Fatal
Pedestrian,213163684,2021,9,6,1,Dennison AVE,2,39.989298,-83.008132,2,Incapacitating Injury
Pedestrian,213057934,2021,4,1,21,SULLIVANT AVE,2,39.948712,-83.045767,2,Incapacitating Injury
Pedestrian,213058861,2021,4,3,17,Carlton AVE,2,39.941228,-82.886963,1,Fatal
Pedestrian,213066090,2021,4,1,4,Wilson RD,2,39.949191,-83.094842,1,Fatal
Pedestrian,213067064,2021,4,2,14,Livingston AVE,4,39.950415,-82.976709,2,Incapacitating Injury
Pedestrian,213167588,2021,9,6,12,MORSE RD,6,40.057957,-82.918136,2,Incapacitating Injury
Pedestrian,213071213,2021,3,5,20,Norris RD,2,40.044281,-82.988694,1,Fatal
Pedestrian,213074999,2021,5,4,21,I 70 W  IR 70,4,39.937966,-82.878461,2,Incapacitating Injury
Pedestrian,213084543,2021,5,5,2,Morse RD,4,40.059361,-82.953034,1,Fatal
Pedestrian,213087712,2021,5,1,12,Livingston AVE,2,39.94431,-82.868097,2,Incapacitating Injury
Pedestrian,213170868,2021,8,4,14,MAIN ST,4,39.955058,-82.81181,2,Incapacitating Injury
Pedestrian,213171062,2021,9,5,18,Ohio AVE,1,39.947221,-82.971693,1,Fatal
Pedestrian,213090243,2021,5,4,20,Yale AVE,2,39.949986,-83.029845,2,Incapacitating Injury
Pedestrian,213090585,2021,5,5,22,5th AVE,4,39.98539,-82.963178,1,Fatal
Pedestrian,213091293,2021,5,6,13,WILSON RD,4,39.972812,-83.098739,2,Incapacitating Injury
Pedestrian,213091369,2021,5,7,2,26TH AVE,2,40.008156,-82.973844,2,Incapacitating Injury
Pedestrian,213091379,2021,5,5,22,Broad ST,4,39.954893,-83.075157,2,Incapacitating Injury
Pedestrian,213179518,2021,9,7,18,Spring House LN,4,40.105427,-82.973554,2,Incapacitating Injury
Pedestrian,213181562,2021,9,4,13,FIFTH AVE,4,39.985003,-82.92384,2,Incapacitating Injury
Pedestrian,213182670,2021,9,5,7,GENDER RD,2,39.878104,-82.826083,2,Incapacitating Injury
Pedestrian,213183465,2021,9,7,22,CENTRAL AVE,2,39.95914,-83.038463,2,Incapacitating Injury
Pedestrian,213186344,2021,10,2,14,Hudson ST,2,40.013181,-82.956507,2,Incapacitating Injury
Pedestrian,213190591,2021,9,7,19,STATE ROUTE 161 E  SR 161,4,40.087063,-82.971659,2,Incapacitating Injury
Pedestrian,213191113,2021,10,6,15,DUBLIN GRANVILLE RD,2,40.083032,-82.814237,2,Incapacitating Injury
Pedestrian,213196321,2021,10,7,18,HOMECROFT DR,2,40.023152,-82.993036,2,Incapacitating Injury
Pedestrian,213209002,2021,10,5,22,MAIN ST,4,39.957194,-82.938152,2,Incapacitating Injury
Pedestrian,213210205,2021,10,3,17,High ST,4,40.019889,-83.012773,2,Incapacitating Injury
Pedestrian,213212252,2021,11,3,19,ALUM CREEK DR,4,39.925296,-82.935556,2,Incapacitating Injury
Pedestrian,213216047,2021,11,4,19,Hague AVE,2,39.980875,-83.086035,2,Incapacitating Injury
Pedestrian,213221442,2021,11,1,18,Wayne AVE,4,39.955407,-83.064273,2,Incapacitating Injury
Pedestrian,213221462,2021,11,5,18,MYERS RD,2,39.936648,-82.86157,2,Incapacitating Injury
Pedestrian,213221701,2021,11,6,20,Stelzer RD,2,40.013223,-82.911919,1,Fatal
Pedestrian,213221851,2021,11,5,21,STATE ROUTE 161 W  SR 161,4,40.080191,-82.924349,2,Incapacitating Injury
Pedestrian,213224812,2021,11,6,17,LIVINGSTON AVE,4,39.945491,-82.890045,2,Incapacitating Injury
Pedestrian,213226368,2021,11,3,21,Williams RD,2,39.891491,-82.989315,2,Incapacitating Injury
Pedestrian,213227104,2021,11,5,16,Hamilton AVE,2,39.997212,-82.980256,1,Fatal
Pedestrian,213230032,2021,11,3,2,IR 71,8,39.985879,-82.985158,2,Incapacitating Injury
Pedestrian,213235447,2021,11,2,21,MOUND ST,2,39.955312,-82.939559,2,Incapacitating Injury
Pedestrian,213237323,2021,12,4,20,Main ST,4,39.956472,-82.910693,2,Incapacitating Injury
Pedestrian,213239212,2021,12,6,14,HENDERSON RD,3,40.051459,-83.021176,2,Incapacitating Injury
Pedestrian,213242085,2021,12,3,19,LIVINGSTON AVE,2,39.946429,-82.906307,2,Incapacitating Injury
Pedestrian,213245264,2021,12,6,23,Vine ST,4,39.971551,-83.006326,1,Fatal
Pedestrian,213245549,2021,11,3,17,Barnett RD,2,39.9524,-82.905741,2,Incapacitating Injury
Pedestrian,213245627,2021,12,7,21,Joyce AVE,2,39.992377,-82.966251,2,Incapacitating Injury
Pedestrian,213246027,2021,12,1,18,High ST,4,39.896447,-82.9953,1,Fatal
Pedestrian,213250639,2021,12,6,23,BROAD ST,4,39.977678,-82.860895,2,Incapacitating Injury
Pedestrian,213251770,2021,12,2,3,I 70 W  IR 70,6,39.936392,-82.88368,1,Fatal
Pedestrian,213255867,2021,12,7,13,Weber RD,4,40.023483,-82.981515,2,Incapacitating Injury
Pedestrian,213264823,2021,12,1,20,YEARLING RD,4,39.962573,-82.885762,2,Incapacitating Injury
Pedestrian,213266858,2021,12,6,1,CLEVELAND AVE,4,40.019941,-82.964985,2,Incapacitating Injury
Pedestrian,214087537,2021,3,5,20,SR 317,2,39.830138,-82.935432,2,Incapacitating Injury
Pedestrian,214100425,2021,5,6,21,US ROUTE 40 W  US 40,4,39.95228,-83.129264,2,Incapacitating Injury
