TYPE,OBJECTID,year,month,dayinweek,hour,road,lanes,latitude,longitude,severity,severityString
Cyclist,213050948,2021,4,5,20,Summit ST,2,40.003726,-83.00093,3,Non-Incapacitating Injury
Cyclist,213051697,2021,3,3,20,TAMARACK BLVD,4,40.075701,-82.967837,4,Possible Injury
Cyclist,213051789,2021,3,3,18,ROCK CREEK DR,2,39.908435,-83.044739,5,Property Damage
Cyclist,213052026,2021,4,7,16,Weber RD,4,40.02279,-82.964737,3,Non-Incapacitating Injury
Cyclist,213052851,2021,4,1,13,ST CHRISTOPHER LN,2,39.969248,-82.883698,3,Non-Incapacitating Injury
Cyclist,213053247,2021,3,4,22,Olentangy River RD,4,39.984134,-83.022627,5,Property Damage
Cyclist,213055050,2021,3,1,13,Carbondale DR,4,39.925888,-82.849407,5,Property Damage
Cyclist,213163319,2021,9,5,18,SR 16,4,39.983111,-82.810543,4,Possible Injury
Cyclist,213056005,2021,4,5,13,HIGH ST,4,40.028639,-83.015075,3,Non-Incapacitating Injury
Cyclist,213059764,2021,4,3,17,Summit ST,2,39.997563,-83.001342,3,Non-Incapacitating Injury
Cyclist,213063063,2021,4,2,17,Weber RD,4,40.023598,-82.985027,3,Non-Incapacitating Injury
Cyclist,213063246,2021,4,2,9,DAWSON AVE,2,39.957169,-82.935751,5,Property Damage
Cyclist,213064603,2021,4,6,13,MAIN ST,4,39.954946,-82.859283,4,Possible Injury
Cyclist,213064724,2021,4,2,14,MAIN ST US 40,4,39.955347,-82.872934,2,Incapacitating Injury
Cyclist,213064939,2021,4,6,18,5th AVE,2,39.987535,-83.016604,3,Non-Incapacitating Injury
Cyclist,213066746,2021,4,3,20,NOE BIXBY RD,2,39.865674,-82.921401,3,Non-Incapacitating Injury
Cyclist,213164768,2021,9,1,1,MAIN ST US 40,4,39.955217,-82.868615,3,Non-Incapacitating Injury
Cyclist,213166158,2021,9,4,2,Leonard AVE,2,39.987661,-82.95025,5,Property Damage
Cyclist,213167303,2021,9,5,10,CRACKER COVE LN,2,39.89351,-82.851874,3,Non-Incapacitating Injury
Cyclist,213167634,2021,9,5,19,GEORGESVILLE RD,4,39.938425,-83.112555,3,Non-Incapacitating Injury
Cyclist,213071203,2021,5,7,3,LEWIS RD,2,39.89913,-82.985035,3,Non-Incapacitating Injury
Cyclist,213072627,2021,5,3,11,11th AVE,4,39.994111,-82.991513,3,Non-Incapacitating Injury
Cyclist,213169882,2021,9,3,20,SETTLEMENT DR,2,40.088988,-82.833097,2,Incapacitating Injury
Cyclist,213170761,2021,9,3,13,High ST,4,39.894316,-82.995519,3,Non-Incapacitating Injury
Cyclist,213080179,2021,5,4,13,Lechner AVE,2,39.954819,-83.052819,3,Non-Incapacitating Injury
Cyclist,213084171,2021,5,7,13,22nd ST,4,39.968335,-82.971263,3,Non-Incapacitating Injury
Cyclist,213084198,2021,5,4,8,Morse RD,2,40.062023,-83.008526,3,Non-Incapacitating Injury
Cyclist,213084390,2021,5,4,15,Hudson ST,2,40.014093,-82.976812,3,Non-Incapacitating Injury
Cyclist,213086002,2021,5,6,15,Zettler RD,4,39.943541,-82.910883,3,Non-Incapacitating Injury
Cyclist,213090129,2021,5,1,14,HENDERSON RD,4,40.05183,-83.030315,3,Non-Incapacitating Injury
Cyclist,213090267,2021,5,5,20,Sancus BLVD,2,40.125575,-82.994004,4,Possible Injury
Cyclist,213091084,2021,5,3,13,Bryden RD,2,39.960512,-82.97066,4,Possible Injury
Cyclist,213175416,2021,9,7,13,Central AVE,2,39.957706,-83.038172,3,Non-Incapacitating Injury
Cyclist,213175724,2021,9,1,12,Champion AVE,2,39.957999,-82.969534,3,Non-Incapacitating Injury
Cyclist,213176926,2021,9,7,14,ATWOOD TER,2,40.020007,-82.98535,3,Non-Incapacitating Injury
Cyclist,213178141,2021,9,4,20,DODRIDGE ST,4,40.016172,-83.015165,5,Property Damage
Cyclist,213180593,2021,9,1,17,Westerville RD,2,40.027303,-82.959941,2,Incapacitating Injury
Cyclist,213182011,2021,9,4,7,HENDERSON RD,4,40.053036,-83.046896,4,Possible Injury
Cyclist,213183138,2021,9,4,18,Mock RD,2,40.011436,-82.947937,3,Non-Incapacitating Injury
Cyclist,213183293,2021,9,5,6,Hague AVE,2,39.954864,-83.073928,1,Fatal
Cyclist,213189145,2021,10,3,18,HALLIGAN AVE,2,40.10307,-83.01096,3,Non-Incapacitating Injury
Cyclist,213190552,2021,10,1,10,Cleveland AVE,4,40.068774,-82.952298,4,Possible Injury
Cyclist,213190877,2021,10,6,20,High ST,4,39.988128,-83.005724,3,Non-Incapacitating Injury
Cyclist,213195352,2021,10,6,7,TRABUE RD,2,39.988441,-83.104755,4,Possible Injury
Cyclist,213197325,2021,10,7,17,MAIN ST,4,39.956151,-82.90029,3,Non-Incapacitating Injury
Cyclist,213202435,2021,10,2,8,Coffey RD,2,40.002002,-83.026246,3,Non-Incapacitating Injury
Cyclist,213202611,2021,10,4,7,WOODY HAYES DR,4,40.004461,-83.027978,5,Property Damage
Cyclist,213203741,2021,10,7,20,Parsons AVE,4,39.948197,-82.982668,1,Fatal
Cyclist,213204870,2021,10,2,19,Tamarack BLVD,6,40.06034,-82.971111,3,Non-Incapacitating Injury
Cyclist,213205633,2021,10,2,19,Sullivant AVE,2,39.944982,-83.0673,3,Non-Incapacitating Injury
Cyclist,213206571,2021,10,4,17,High ST,4,39.962264,-83.000663,3,Non-Incapacitating Injury
Cyclist,213208606,2021,10,4,15,Powell AVE,2,39.952641,-83.075023,4,Possible Injury
Cyclist,213208896,2021,10,6,8,MAIN ST US 40,4,39.957023,-82.931898,5,Property Damage
Cyclist,213217456,2021,10,1,18,TERRACE AVE,2,39.947824,-83.066237,3,Non-Incapacitating Injury
Cyclist,213218825,2021,10,4,20,Livingston AVE,4,39.949025,-82.956839,3,Non-Incapacitating Injury
Cyclist,213220317,2021,11,5,9,HARVESTER LN,2,40.10862,-82.974323,3,Non-Incapacitating Injury
Cyclist,213220550,2021,11,5,19,Sullivant AVE,2,39.950451,-83.036683,2,Incapacitating Injury
Cyclist,213220577,2021,11,3,19,Broad ST,4,39.955104,-83.070659,4,Possible Injury
Cyclist,213221006,2021,11,5,10,NEIL AVE,4,40.005185,-83.015626,2,Incapacitating Injury
Cyclist,213222450,2021,11,1,14,US 62,4,40.018559,-82.890477,5,Property Damage
Cyclist,213222517,2021,8,5,18,LOCKBOURNE RD,2,39.914693,-82.966031,3,Non-Incapacitating Injury
Cyclist,213224167,2021,11,3,8,FAIR AVE,4,39.961865,-82.92699,3,Non-Incapacitating Injury
Cyclist,213224950,2021,11,2,14,Moler ST,2,39.934659,-82.983219,3,Non-Incapacitating Injury
Cyclist,213226031,2021,11,5,15,12TH AVE CR 251,2,39.996878,-83.013259,3,Non-Incapacitating Injury
Cyclist,213226099,2021,11,3,12,COLLEGE RD,2,39.996934,-83.009497,3,Non-Incapacitating Injury
Cyclist,213230045,2021,11,2,13,SULLIVANT AVE,4,39.942755,-83.092356,2,Incapacitating Injury
Cyclist,213230696,2021,11,3,16,High ST,4,39.890816,-82.997009,3,Non-Incapacitating Injury
Cyclist,213240896,2021,12,1,13,Mound ST,2,39.949666,-83.020959,5,Property Damage
Cyclist,213241012,2021,12,1,21,Westerville RD,2,40.062505,-82.93471,4,Possible Injury
Cyclist,213243347,2021,12,4,18,Summit ST,2,40.011044,-83.000405,3,Non-Incapacitating Injury
Cyclist,213244418,2021,12,1,20,Dierker RD,1,40.060539,-83.075158,4,Possible Injury
Cyclist,213251261,2021,12,1,14,Hard RD,2,40.117403,-83.067272,3,Non-Incapacitating Injury
Cyclist,213252432,2021,12,5,22,HIGH ST,4,39.998907,-83.007865,3,Non-Incapacitating Injury
Cyclist,213259974,2021,12,7,16,SR 3,3,40.092027,-82.925507,4,Possible Injury
Cyclist,214029380,2021,1,6,17,MELROSE AVE,2,40.043804,-82.959427,5,Property Damage
Cyclist,214054392,2021,2,7,10,DEMPSEY RD,2,40.095564,-82.921133,3,Non-Incapacitating Injury
