OBJECTID,MaxInjuryS,CaseYear,CrashDate,CrashTimeF,CrashType,UTMEasting,UTMNorthin,OnStreet
18577710,C - POSSIBLE INJURY,2022,2/14/2022,2:59 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,CENTRAL AVE
18576904,A - SERIOUS INJURY,2022,1/24/2022,7:59 PM,COLLISION WITH PEDESTRIAN,593579.333,4732417.288,CENTRAL AVE
18573952,C - POSSIBLE INJURY,2022,2/12/2022,6:30 PM,COLLISION WITH PEDESTRIAN,600557.3736,4728233.411,ALBANY SHAKER RD
18572556,C - POSSIBLE INJURY,2022,2/12/2022,10:09 AM,COLLISION WITH PEDESTRIAN,600493.8059,4723342.612,MADISON AVE
18572096,C - POSSIBLE INJURY,2022,2/11/2022,7:45 AM,COLLISION WITH PEDESTRIAN,601872.3231,4724704.255,NORTHERN BLVD
18570641,A - SERIOUS INJURY,2022,2/11/2022,4:00 PM,COLLISION WITH PEDESTRIAN,600303.85,4721458.09,2ND AVE
18568723,B - INJURY,2022,2/9/2022,8:41 AM,COLLISION WITH PEDESTRIAN,600664.2944,4723212.92,MADISON AVE
18568092,A - SERIOUS INJURY,2022,1/28/2022,8:14 PM,COLLISION WITH PEDESTRIAN,607009.9927,4732398.655,GREEN ISLAND BRG
18564988,C - POSSIBLE INJURY,2022,1/26/2022,7:07 PM,COLLISION WITH PEDESTRIAN,601728.72,4724218.22,HENRY JOHNSON BLVD
18561472,A - SERIOUS INJURY,2022,1/30/2022,11:00 PM,COLLISION WITH BICYCLIST,605787.32,4731596.9,18TH ST
18558842,C - POSSIBLE INJURY,2022,2/1/2022,3:06 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,CENTRAL AVE
18553415,C - POSSIBLE INJURY,2022,1/18/2022,9:45 PM,COLLISION WITH PEDESTRIAN,600779.1525,4721995.299,ONEIDA TER
18551910,C - POSSIBLE INJURY,2022,1/26/2022,3:00 PM,COLLISION WITH BICYCLIST,600713.97,4722190.08,DELAWARE AVE
18551909,C - POSSIBLE INJURY,2022,1/25/2022,1:00 PM,COLLISION WITH PEDESTRIAN,602225.2137,4723256.249,ORANGE ST
18551241,C - POSSIBLE INJURY,2022,1/26/2022,3:25 PM,COLLISION WITH PEDESTRIAN,601611.25,4724057,HENRY JOHNSON BLVD
18543655,C - POSSIBLE INJURY,2022,1/21/2022,6:50 AM,COLLISION WITH PEDESTRIAN,600127.3066,4734469.656,TROY SCHENECTADY RD
18539328,A - SERIOUS INJURY,2022,1/12/2022,7:05 PM,COLLISION WITH PEDESTRIAN,606543.12,4736559,SARATOGA ST
18538128,B - INJURY,2022,1/14/2022,9:25 AM,COLLISION WITH PEDESTRIAN,602433.49,4722472.62,BROADWAY
18529403,C - POSSIBLE INJURY,2022,1/8/2022,12:04 PM,COLLISION WITH PEDESTRIAN,601934.69,4722280.34,MADISON AVE
18992142,K - FATAL,2022,10/6/2022,10:06 PM,COLLISION WITH PEDESTRIAN,602385.6426,4725312.405,NORTHERN BOULEVARD
18986699,K - FATAL,2022,9/14/2022,6:29 PM,COLLISION WITH PEDESTRIAN,602018.7901,4723507.21,NORTH SWAN STREET
19045843,K - FATAL,2022,8/22/2022,8:34 PM,COLLISION WITH PEDESTRIAN,598251.1084,4727011.097,CENTRAL AVENUE
18924609,K - FATAL,2022,5/29/2022,11:24 PM,COLLISION WITH PEDESTRIAN,599673.9714,4716887.332,INTERSTATE 87
18889029,K - FATAL,2022,7/7/2022,10:10 PM,COLLISION WITH PEDESTRIAN,600885.4126,4723983.552,CENTRAL AVENUE
18659741,K - FATAL,2022,3/20/2022,7:44 PM,COLLISION WITH PEDESTRIAN,603406.9036,4732723.847,TROY SCHENECTADY RD
16838399,A - SERIOUS INJURY,2018,6/22/2018,2:26 PM,COLLISION WITH BICYCLIST,601159.5096,4722543.867,
16833148,B - INJURY,2018,6/16/2018,5:57 PM,COLLISION WITH PEDESTRIAN,602418.72,4723693.93,
16815424,,2018,6/3/2018,3:06 PM,COLLISION WITH PEDESTRIAN,603585.34,4724927.25,
16767317,C - POSSIBLE INJURY,2018,5/2/2018,8:05 AM,COLLISION WITH BICYCLIST,601643.32,4723066.53,
15905104,B - INJURY,2016,7/7/2016,8:40 PM,COLLISION WITH BICYCLIST,599835.5256,4723079.161,
18543546,,2021,12/15/2021,8:44 AM,COLLISION WITH PEDESTRIAN,599618.81,4724765.33,
18480519,,2021,12/1/2021,6:31 AM,COLLISION WITH PEDESTRIAN,600480.9,4722029.09,
18468646,,2021,11/23/2021,7:45 AM,COLLISION WITH BICYCLIST,598645.24,4725784.76,
18453260,,2021,11/5/2021,10:50 PM,COLLISION WITH PEDESTRIAN,605587.5527,4737030.69,
18449175,,2021,10/30/2021,12:54 PM,COLLISION WITH PEDESTRIAN,603113.82,4724524.81,
18427193,,2021,9/10/2021,4:00 PM,COLLISION WITH PEDESTRIAN,600011.22,4724466.77,
18409105,,2021,10/12/2021,11:56 AM,COLLISION WITH BICYCLIST,599854.1457,4722974.939,
18409047,,2021,10/6/2021,7:35 PM,COLLISION WITH PEDESTRIAN,602075.58,4722228.99,
18397444,,2021,8/5/2021,4:48 PM,COLLISION WITH BICYCLIST,607107.0301,4732862.103,
18392808,,2021,9/17/2021,9:00 AM,COLLISION WITH BICYCLIST,600595.48,4723162.53,
18392800,,2021,9/29/2021,2:03 PM,COLLISION WITH PEDESTRIAN,598576.8953,4726637.904,
18389645,,2021,9/28/2021,3:05 PM,COLLISION WITH BICYCLIST,595110.5258,4719242.164,
18389377,,2021,9/4/2021,10:08 PM,COLLISION WITH PEDESTRIAN,601793.8344,4735230.061,
18379192,,2021,9/11/2021,3:11 PM,COLLISION WITH PEDESTRIAN,607643.4565,4736361.061,
18377869,,2021,9/16/2021,10:00 AM,COLLISION WITH PEDESTRIAN,602232.285,4723835.816,
18370860,,2021,9/8/2021,1:30 PM,COLLISION WITH BICYCLIST,591073.4579,4727833.814,
18360819,,2021,9/1/2021,4:20 PM,COLLISION WITH BICYCLIST,606204.08,4736374.61,
18350379,,2021,8/14/2021,2:42 PM,COLLISION WITH PEDESTRIAN,600092.28,4721793.45,
18350080,,2021,8/26/2021,7:15 PM,COLLISION WITH BICYCLIST,600315.8711,4724446.708,
18349293,,2021,8/24/2021,3:58 PM,COLLISION WITH PEDESTRIAN,587137.74,4731281.09,
18342423,,2021,4/17/2021,5:25 PM,COLLISION WITH PEDESTRIAN,601670.2,4724134.51,
18339424,,2021,8/19/2021,2:57 PM,COLLISION WITH PEDESTRIAN,593693,4720797,
18326232,,2021,8/8/2021,2:30 PM,COLLISION WITH BICYCLIST,606181.151,4736082.252,
18282245,,2021,6/25/2021,3:20 PM,COLLISION WITH BICYCLIST,601587.23,4723738.44,
18246180,,2021,6/6/2021,7:50 AM,COLLISION WITH PEDESTRIAN,595527.6653,4719747.102,
18221107,,2021,5/10/2021,8:08 AM,COLLISION WITH PEDESTRIAN,606301.83,4731659.66,
18221096,,2021,5/13/2021,7:00 PM,COLLISION WITH BICYCLIST,597738.0207,4717394.506,
18215798,,2021,4/24/2021,11:41 AM,COLLISION WITH PEDESTRIAN,600681.5791,4721777.032,
18214594,,2021,5/6/2021,2:19 PM,COLLISION WITH PEDESTRIAN,600477.11,4724343.01,
18205839,,2021,4/28/2021,5:33 PM,COLLISION WITH BICYCLIST,601516.9681,4721544.173,
18190415,,2021,4/4/2021,8:01 PM,COLLISION WITH PEDESTRIAN,601122.06,4723111.66,
18141700,,2020,11/28/2020,6:33 PM,COLLISION WITH BICYCLIST,599315.03,4725789.89,
18122235,,2020,12/15/2020,7:18 PM,COLLISION WITH BICYCLIST,606559.997,4736692.076,
18107865,,2021,1/20/2021,3:29 PM,COLLISION WITH PEDESTRIAN,601292.96,4720695.56,
18093157,,2021,2/11/2021,7:44 PM,COLLISION WITH PEDESTRIAN,598711.38,4724611.73,
18015678,,2020,10/9/2020,2:27 PM,COLLISION WITH BICYCLIST,600477.11,4724343.01,
18008736,,2020,11/3/2020,6:42 AM,COLLISION WITH BICYCLIST,600166.34,4721837.84,
18004447,,2020,10/31/2020,12:55 PM,COLLISION WITH PEDESTRIAN,598510.9,4725607.92,
18002808,,2020,10/29/2020,1:45 PM,COLLISION WITH BICYCLIST,598727.19,4724376.71,
18000672,,2020,10/27/2020,9:55 PM,COLLISION WITH PEDESTRIAN,600981.49,4723761.91,
17983229,,2020,10/15/2020,2:00 PM,COLLISION WITH PEDESTRIAN,602517.24,4722009.71,
17975437,,2020,10/8/2020,3:58 PM,COLLISION WITH BICYCLIST,605326.5481,4736242.341,
17967087,,2020,10/1/2020,5:03 PM,COLLISION WITH OTHER PEDESTRIAN,591866.3726,4730235.675,
17943477,,2020,9/11/2020,3:33 PM,COLLISION WITH PEDESTRIAN,597119.1747,4730125.188,
17942797,,2020,8/24/2020,6:58 PM,COLLISION WITH BICYCLIST,598327.39,4725747.92,
17941267,,2020,9/4/2020,2:06 PM,COLLISION WITH BICYCLIST,600570.46,4724851.83,
17938370,,2020,8/26/2020,4:30 PM,COLLISION WITH PEDESTRIAN,601934.69,4722280.34,
17934162,,2020,8/30/2020,1:45 AM,COLLISION WITH BICYCLIST,600644.87,4723227.66,
17929450,,2020,8/13/2020,10:25 AM,COLLISION WITH BICYCLIST,599073.7251,4726067.632,
17914279,,2020,8/10/2020,4:30 PM,COLLISION WITH BICYCLIST,596644.9981,4723017.561,
17909255,,2020,6/26/2020,9:25 AM,COLLISION WITH PEDESTRIAN,602405.2656,4725308.755,
17907655,,2020,7/20/2020,10:10 AM,COLLISION WITH PEDESTRIAN,606342.157,4730786.999,
17881110,,2020,7/14/2020,2:52 PM,COLLISION WITH BICYCLIST,599850.24,4725069.32,
17879051,,2020,6/19/2020,12:40 PM,COLLISION WITH OTHER PEDESTRIAN,600973.0196,4724304.82,
17877127,,2020,7/14/2020,6:00 PM,COLLISION WITH BICYCLIST,599477.5553,4710574.017,
17868036,,2020,7/1/2020,4:51 PM,COLLISION WITH PEDESTRIAN,602340.58,4722889.97,
17854508,,2020,5/31/2020,9:54 AM,COLLISION WITH PEDESTRIAN,597265.46,4707376.44,
17846307,,2020,6/16/2020,12:01 PM,COLLISION WITH BICYCLIST,601837.12,4721588.29,
17840351,,2020,6/8/2020,4:00 PM,COLLISION WITH BICYCLIST,587876.5771,4732243.509,
17831150,,2020,5/30/2020,4:39 PM,COLLISION WITH BICYCLIST,605765.06,4736471.06,
17828291,,2020,5/25/2020,6:47 PM,COLLISION WITH PEDESTRIAN,601289.44,4723338.35,
17824492,,2020,4/20/2020,11:58 AM,COLLISION WITH BICYCLIST,606383.65,4734948.88,
17821492,,2020,5/18/2020,7:56 AM,COLLISION WITH PEDESTRIAN,599762.94,4722981.23,
17806795,,2020,4/23/2020,4:32 PM,COLLISION WITH BICYCLIST,598158.18,4723392.25,
17787882,,2020,3/22/2020,5:06 PM,COLLISION WITH PEDESTRIAN,600779.0155,4724106.258,
17776463,,2020,3/7/2020,2:40 PM,COLLISION WITH PEDESTRIAN,598510.9,4725607.92,
17769445,,2019,12/8/2019,4:52 AM,COLLISION WITH PEDESTRIAN,601487.23,4724403.5,
17760602,,2020,1/2/2020,8:00 PM,COLLISION WITH PEDESTRIAN,599095.2513,4729608.731,
17753924,,2020,1/11/2020,7:57 PM,COLLISION WITH PEDESTRIAN,598689.8277,4727548.778,
17730003,,2020,1/20/2020,10:09 AM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
17690415,,2020,1/6/2020,6:45 PM,COLLISION WITH PEDESTRIAN,596722.4916,4719657.719,
17683646,,2020,1/8/2020,4:23 PM,COLLISION WITH PEDESTRIAN,601008.48,4722956.73,
17673640,,2019,12/26/2019,7:15 PM,COLLISION WITH PEDESTRIAN,601670.2,4724134.51,
17673080,,2019,12/28/2019,3:19 PM,COLLISION WITH PEDESTRIAN,597218.4867,4730033.88,
17588581,,2019,11/3/2019,12:50 PM,COLLISION WITH OTHER PEDESTRIAN,602533.3,4723966.85,
17569446,,2019,10/25/2019,6:15 PM,COLLISION WITH PEDESTRIAN,600577.15,4724447.87,
17557383,,2019,10/9/2019,4:49 PM,COLLISION WITH PEDESTRIAN,597955.21,4725258.62,
17545517,,2019,10/9/2019,12:54 PM,COLLISION WITH BICYCLIST,601297.25,4722977.61,
17529879,,2019,9/27/2019,4:32 PM,COLLISION WITH BICYCLIST,596417.0246,4734813.132,
17510751,,2019,9/16/2019,2:53 PM,COLLISION WITH BICYCLIST,605225.47,4736606.65,
17470976,,2019,8/18/2019,2:14 PM,COLLISION WITH BICYCLIST,596108.9986,4731196.098,
17470964,,2019,8/17/2019,4:38 PM,COLLISION WITH BICYCLIST,594365.4293,4731506.368,
17460833,,2019,8/14/2019,5:05 PM,COLLISION WITH BICYCLIST,600023.7318,4721772.813,
17455679,,2019,7/27/2019,8:44 PM,COLLISION WITH BICYCLIST,601903.42,4722215.57,
17448343,,2019,8/1/2019,8:50 AM,COLLISION WITH BICYCLIST,602362.5085,4722299.476,
17448331,,2019,8/4/2019,6:23 PM,COLLISION WITH BICYCLIST,602018.79,4723507.21,
17443631,,2019,8/1/2019,4:50 PM,COLLISION WITH BICYCLIST,601362.49,4723438.49,
17440467,,2019,7/11/2019,4:00 PM,COLLISION WITH PEDESTRIAN,600501.43,4723039.1,
17437574,,2019,7/21/2019,10:45 PM,COLLISION WITH BICYCLIST,600201.52,4723561.99,
17423788,,2019,7/20/2019,6:30 PM,COLLISION WITH PEDESTRIAN,598859.3,4724550.53,
17393286,,2019,6/1/2019,5:05 PM,COLLISION WITH BICYCLIST,603246.61,4725222.41,
17390305,,2019,6/1/2019,2:20 PM,COLLISION WITH BICYCLIST,601633.87,4723800.33,
17354792,,2019,5/4/2019,3:30 PM,COLLISION WITH PEDESTRIAN,579212.6109,4728105.398,
17346227,,2019,4/30/2019,6:31 PM,COLLISION WITH PEDESTRIAN,600189.58,4725265.48,
17343958,,2019,5/22/2019,2:02 PM,COLLISION WITH PEDESTRIAN,599618.81,4724765.33,
17294196,,2019,4/6/2019,4:32 PM,COLLISION WITH BICYCLIST,606373.13,4731772.94,
17238032,,2019,3/5/2019,8:16 PM,COLLISION WITH PEDESTRIAN,600860.69,4724012.94,
17207460,,2019,2/13/2019,8:56 PM,COLLISION WITH PEDESTRIAN,599083.35,4725172.04,
17136403,,2018,12/29/2018,9:08 PM,COLLISION WITH PEDESTRIAN,598404.52,4725689.04,
17136360,,2019,1/3/2019,3:36 PM,COLLISION WITH BICYCLIST,606627.82,4736547.64,
17123955,,2018,12/24/2018,6:15 PM,COLLISION WITH PEDESTRIAN,599740.2439,4721502.119,
17087393,,2018,11/30/2018,6:55 AM,COLLISION WITH PEDESTRIAN,595185.3399,4730526.65,
17082174,,2018,11/29/2018,8:38 AM,COLLISION WITH PEDESTRIAN,601960.9968,4735189.836,
17075429,,2018,11/23/2018,5:01 PM,COLLISION WITH PEDESTRIAN,596426.2463,4729125.223,
17059198,,2018,11/15/2018,1:17 PM,COLLISION WITH BICYCLIST,594335.08,4731541.922,
17043235,,2018,11/7/2018,5:50 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
17035772,,2018,11/1/2018,4:09 PM,COLLISION WITH BICYCLIST,586421.406,4734288.993,
17035735,,2018,11/3/2018,2:36 PM,COLLISION WITH BICYCLIST,606265.67,4736073.22,
17012361,,2018,10/17/2018,7:55 AM,COLLISION WITH PEDESTRIAN,599646.01,4721562.45,
17000411,,2018,10/9/2018,3:27 PM,COLLISION WITH PEDESTRIAN,601719.5025,4724206.083,
16982565,,2018,9/14/2018,6:30 PM,COLLISION WITH BICYCLIST,598919.85,4723845.68,
16975029,,2018,9/24/2018,9:32 AM,COLLISION WITH PEDESTRIAN,599277.99,4723010.8,
16958398,,2018,9/12/2018,11:45 AM,COLLISION WITH BICYCLIST,599618.81,4724765.33,
16954656,,2018,9/10/2018,10:30 PM,COLLISION WITH PEDESTRIAN,607069.9391,4735810.592,
16950332,,2018,9/8/2018,4:10 PM,COLLISION WITH BICYCLIST,601992.9173,4723648.74,
16947245,,2018,9/4/2018,2:34 PM,COLLISION WITH BICYCLIST,587562.75,4729576.21,
16927844,,2018,8/21/2018,12:31 PM,COLLISION WITH BICYCLIST,606301.83,4731659.66,
16926266,,2018,8/20/2018,1:47 PM,COLLISION WITH BICYCLIST,599452.9432,4724304.606,
16922256,,2018,8/16/2018,8:44 AM,COLLISION WITH PEDESTRIAN,598846.0735,4722844.135,
16916261,,2018,7/16/2018,1:30 PM,COLLISION WITH BICYCLIST,600133.78,4721469.29,
16914833,,2018,8/9/2018,5:29 PM,COLLISION WITH PEDESTRIAN,600500.6935,4724094.665,
16913357,,2018,8/10/2018,5:20 PM,COLLISION WITH BICYCLIST,605504.04,4729162.89,
16912589,,2018,8/4/2018,1:30 AM,COLLISION WITH BICYCLIST,600595.48,4723162.53,
16881934,,2018,7/20/2018,3:29 PM,COLLISION WITH OTHER PEDESTRIAN,592624.033,4713831.11,
16865575,,2018,7/10/2018,5:14 PM,COLLISION WITH PEDESTRIAN,601323.33,4723386.38,
16837510,,2018,6/22/2018,12:01 PM,COLLISION WITH BICYCLIST,600802.28,4722359.08,
16832391,,2018,6/18/2018,9:20 AM,COLLISION WITH PEDESTRIAN,588078.89,4729093.32,
16814903,,2018,6/6/2018,4:20 PM,COLLISION WITH BICYCLIST,601104.99,4723287.34,
16808502,,2018,6/1/2018,12:55 PM,COLLISION WITH PEDESTRIAN,600201.52,4723561.99,
16785224,,2018,5/16/2018,3:54 PM,COLLISION WITH BICYCLIST,601629.4861,4724080.978,
16777792,,2018,4/21/2018,5:11 PM,COLLISION WITH OTHER PEDESTRIAN,600858.7015,4724392.421,
16768778,,2018,5/4/2018,1:38 PM,COLLISION WITH BICYCLIST,602421.26,4723056.32,
16767310,,2018,5/1/2018,7:36 PM,COLLISION WITH BICYCLIST,602486.522,4722282.485,
16750417,,2018,4/12/2018,11:07 AM,COLLISION WITH PEDESTRIAN,601928.0641,4722266.616,
16731338,,2018,4/6/2018,8:00 AM,COLLISION WITH BICYCLIST,603548.22,4725513.36,
16702413,,2018,1/19/2018,7:02 AM,COLLISION WITH PEDESTRIAN,600480.9,4722029.09,
16630771,,2017,12/19/2017,3:03 PM,COLLISION WITH BICYCLIST,596929.0629,4728543.932,
16614210,,2018,1/19/2018,6:37 PM,COLLISION WITH PEDESTRIAN,600328.74,4724513.68,
16590029,,2017,12/21/2017,1:50 PM,COLLISION WITH PEDESTRIAN,597733.1104,4729209.777,
16570619,,2017,12/23/2017,9:08 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
16564473,,2017,12/19/2017,12:30 PM,COLLISION WITH PEDESTRIAN,601538.99,4723304.46,
16531100,,2017,11/29/2017,7:28 AM,COLLISION WITH OTHER PEDESTRIAN,606128.3462,4736344.144,
16516632,,2017,11/18/2017,2:40 AM,COLLISION WITH PEDESTRIAN,600469.55,4723361.07,
16492541,,2017,11/2/2017,6:40 AM,COLLISION WITH PEDESTRIAN,597911.0585,4719626.088,
16455401,,2017,8/22/2017,7:07 PM,COLLISION WITH BICYCLIST,602418.72,4723693.93,
16454942,,2017,10/10/2017,6:44 PM,COLLISION WITH BICYCLIST,597309.5512,4728104.494,
16453790,,2017,10/6/2017,3:40 PM,COLLISION WITH PEDESTRIAN,601181.91,4723947.76,
16429474,,2017,9/17/2017,7:54 PM,COLLISION WITH BICYCLIST,590340.48,4723499.82,
16423267,,2017,9/15/2017,5:30 PM,COLLISION WITH BICYCLIST,592399.89,4733779.97,
16407616,,2017,6/26/2017,9:55 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
16404939,,2017,8/30/2017,10:32 PM,COLLISION WITH PEDESTRIAN,596552.3007,4733999.971,
16380431,,2017,8/9/2017,10:06 PM,COLLISION WITH PEDESTRIAN,605504.04,4729162.89,
16365015,,2017,7/26/2017,11:19 PM,COLLISION WITH PEDESTRIAN,601209.04,4724363.22,
16361707,,2017,7/25/2017,3:13 PM,COLLISION WITH BICYCLIST,600677.21,4722903.71,
16354785,,2017,7/15/2017,4:10 AM,COLLISION WITH PEDESTRIAN,601015.9345,4723832.728,
16341146,,2017,7/11/2017,5:00 PM,COLLISION WITH BICYCLIST,597519,4725627,
16334062,,2017,6/29/2017,6:11 PM,COLLISION WITH BICYCLIST,597250.2956,4725223.043,
16324392,,2017,6/26/2017,9:45 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
16323252,,2017,6/16/2017,11:15 PM,COLLISION WITH BICYCLIST,602775.09,4723814.27,
16320283,,2017,6/25/2017,10:00 PM,COLLISION WITH PEDESTRIAN,600932.45,4722710.83,
16317385,,2017,6/22/2017,8:46 PM,COLLISION WITH PEDESTRIAN,599821.44,4723848.5,
16314251,,2017,6/20/2017,4:57 PM,COLLISION WITH BICYCLIST,606866.81,4732450.55,
16291437,,2017,6/4/2017,5:53 PM,COLLISION WITH PEDESTRIAN,596987.937,4725323.734,
16290703,,2017,6/2/2017,12:30 AM,COLLISION WITH PEDESTRIAN,600190.49,4724330.42,
16285034,,2017,1/8/2017,4:40 AM,COLLISION WITH PEDESTRIAN,599625.0835,4732475.002,
16271771,,2017,5/12/2017,2:35 PM,COLLISION WITH PEDESTRIAN,596941.82,4725252.57,
16267056,,2017,5/9/2017,4:15 PM,COLLISION WITH BICYCLIST,597708.87,4726279.17,
16222129,,2017,3/17/2017,11:52 AM,COLLISION WITH PEDESTRIAN,599965.7356,4725505.417,
16203473,,2017,3/16/2017,4:13 PM,COLLISION WITH PEDESTRIAN,599646.01,4721562.45,
16203463,,2017,3/23/2017,4:18 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
16203440,,2017,3/20/2017,3:41 PM,COLLISION WITH PEDESTRIAN,598992.9786,4723106.581,
16185520,,2017,3/5/2017,7:43 AM,COLLISION WITH BICYCLIST,599088.7325,4724400.323,
16175910,,2017,3/1/2017,11:42 AM,COLLISION WITH PEDESTRIAN,599500.1565,4726048.33,
16158296,,2017,2/14/2017,2:41 PM,COLLISION WITH PEDESTRIAN,601222.0115,4732346.125,
16153342,,2017,2/9/2017,4:30 PM,COLLISION WITH PEDESTRIAN,601209.4227,4722806.537,
16141101,,2017,1/31/2017,6:16 PM,COLLISION WITH PEDESTRIAN,606069.1644,4735483.843,
16115222,,2017,1/6/2017,9:06 AM,COLLISION WITH BICYCLIST,599483.14,4721477.81,
16112950,,2017,1/9/2017,6:10 PM,COLLISION WITH PEDESTRIAN,607636.04,4736362.81,
16093775,,2016,12/16/2016,12:06 PM,COLLISION WITH BICYCLIST,599646.01,4721562.45,
16057342,C - POSSIBLE INJURY,2016,11/2/2016,10:57 AM,COLLISION WITH PEDESTRIAN,588200.41,4730142.85,
16054236,,2016,10/28/2016,4:55 PM,COLLISION WITH PEDESTRIAN,601035.88,4723809.68,
16038338,,2016,8/9/2016,5:55 PM,COLLISION WITH PEDESTRIAN,599322.17,4703024.25,
16035924,,2016,11/4/2016,4:00 AM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
16033148,,2016,11/9/2016,5:01 PM,COLLISION WITH BICYCLIST,602316.27,4722837.19,
16031173,,2016,4/22/2016,6:00 PM,COLLISION WITH BICYCLIST,607454.27,4736406.52,
16029497,,2016,11/10/2016,5:44 AM,COLLISION WITH BICYCLIST,602113.06,4722356.27,
16024857,,2016,11/2/2016,8:05 AM,COLLISION WITH PEDESTRIAN,598253.3671,4725807.889,
15964182,,2016,9/22/2016,3:59 PM,COLLISION WITH BICYCLIST,602110.1709,4723437.279,
15961229,,2016,9/7/2016,3:00 PM,COLLISION WITH BICYCLIST,600860.69,4724012.94,
15955973,,2016,9/17/2016,2:46 AM,COLLISION WITH PEDESTRIAN,602869.6757,4723953.745,
15955972,,2016,9/18/2016,5:45 AM,COLLISION WITH PEDESTRIAN,600477.11,4724343.01,
15949402,,2016,9/10/2016,7:10 AM,COLLISION WITH PEDESTRIAN,606756.04,4733785.03,
15944725,,2016,9/9/2016,2:15 PM,COLLISION WITH BICYCLIST,601035.88,4723809.68,
15928068,,2016,8/28/2016,5:49 PM,COLLISION WITH BICYCLIST,600224.65,4724744.97,
15923567,,2016,8/23/2016,3:20 PM,COLLISION WITH PEDESTRIAN,601328.5446,4732209.383,
15922143,,2016,8/22/2016,4:40 PM,COLLISION WITH BICYCLIST,592092.8295,4734138.709,
15917560,,2016,8/18/2016,10:19 PM,COLLISION WITH BICYCLIST,597623.94,4730165.52,
15914897,,2016,8/9/2016,8:08 PM,COLLISION WITH BICYCLIST,600620.2,4724486.03,
15913050,,2016,8/15/2016,2:48 PM,COLLISION WITH BICYCLIST,594335.4151,4731541.356,
15910313,,2016,7/5/2016,12:40 PM,COLLISION WITH BICYCLIST,600708.6194,4722184.655,
15879860,,2016,7/21/2016,5:30 PM,COLLISION WITH PEDESTRIAN,599005.1598,4726146.49,
15860396,,2016,7/6/2016,1:06 PM,COLLISION WITH BICYCLIST,599709.102,4735774.564,
15841794,,2016,6/21/2016,4:15 PM,COLLISION WITH BICYCLIST,597623.139,4730164.837,
15835248,,2016,6/17/2016,8:32 PM,COLLISION WITH BICYCLIST,605575.93,4736210.36,
15815946,,2016,6/4/2016,12:17 PM,COLLISION WITH PEDESTRIAN,598783.4885,4726400.551,
15783764,,2016,5/12/2016,9:33 AM,COLLISION WITH BICYCLIST,597081.8981,4728368.316,
15759627,,2016,4/20/2016,1:50 PM,COLLISION WITH PEDESTRIAN,600496.4972,4723042.883,
15758216,,2016,4/20/2016,5:24 PM,COLLISION WITH BICYCLIST,606613.55,4736549.76,
15745356,,2016,4/9/2016,7:47 PM,COLLISION WITH BICYCLIST,600453.6,4723889.74,
15744183,,2016,4/6/2016,8:15 AM,COLLISION WITH PEDESTRIAN,599341.33,4725253.37,
15705681,,2016,3/2/2016,6:52 PM,COLLISION WITH BICYCLIST,594651.0217,4732442.202,
15686247,,2016,2/18/2016,10:19 AM,COLLISION WITH PEDESTRIAN,600453.6,4723889.74,
15675928,,2016,2/8/2016,11:40 PM,COLLISION WITH BICYCLIST,606125.27,4736359.07,
15637969,,2016,1/13/2016,9:05 AM,COLLISION WITH PEDESTRIAN,601070.93,4723042.5,
18532590,A - SERIOUS INJURY,2021,11/7/2021,7:53 PM,COLLISION WITH PEDESTRIAN,591397.9182,4734951.781,
18524067,A - SERIOUS INJURY,2021,12/25/2021,7:36 PM,COLLISION WITH PEDESTRIAN,601658.0496,4733414.135,
18522421,A - SERIOUS INJURY,2021,12/20/2021,6:00 PM,COLLISION WITH PEDESTRIAN,606126.1583,4731723.089,
18521181,C - POSSIBLE INJURY,2021,12/18/2021,8:10 PM,COLLISION WITH PEDESTRIAN,599248.74,4724279.76,
18516094,B - INJURY,2021,12/17/2021,2:20 PM,COLLISION WITH PEDESTRIAN,592219.23,4714668.69,
18514495,B - INJURY,2021,12/18/2021,2:57 PM,COLLISION WITH PEDESTRIAN,599315.03,4725789.89,
18514353,B - INJURY,2021,12/16/2021,11:28 AM,COLLISION WITH OTHER PEDESTRIAN,593309.94,4728878.03,
18510791,C - POSSIBLE INJURY,2021,9/11/2021,4:15 AM,COLLISION WITH PEDESTRIAN,600011.22,4724466.77,
18509518,A - SERIOUS INJURY,2021,12/23/2021,2:28 PM,COLLISION WITH PEDESTRIAN,595390.2071,4718483.878,
18506546,C - POSSIBLE INJURY,2021,12/18/2021,8:52 PM,COLLISION WITH PEDESTRIAN,600366.77,4724196.47,
18504018,C - POSSIBLE INJURY,2021,12/14/2021,8:00 AM,COLLISION WITH PEDESTRIAN,601638.99,4721230.97,
18500601,C - POSSIBLE INJURY,2021,12/9/2021,5:15 PM,COLLISION WITH PEDESTRIAN,599644.42,4723982.12,
